X	Y
2	18
15	10
7	0
6	20
5	8
17	22
13	7
16	18
15	6
15	13
23	12
1	15
7	5
8	13
14	16
16	0
20	0
5	4
16	13
11	16
17	8
16	9
10	10
15	1
2	20
21	18
15	10
9	14
22	2
10	8
16	5
0	3
7	22
3	4
0	2
11	21
5	21
3	3
10	18
9	8
21	13
6	4
13	4
17	21
0	10
14	16
22	14
7	20
19	13
14	13
9	9
4	6
17	6
14	0
15	8
12	1
7	14
17	2
12	20
15	15
21	18
20	7
11	9
18	20
1	19
12	1
16	3
13	4
4	13
7	21
9	4
17	1
20	5
8	8
10	5
9	10
0	7
13	5
16	19
15	16
22	18
12	14
19	15
14	13
3	17
22	11
2	12
5	11
3	20
10	16
21	7
5	3
14	5
8	15
16	4
22	11
10	17
19	2
12	4
11	15
21	18
20	23
18	18
17	13
1	7
5	21
2	8
11	0
3	1
7	20
12	22
5	4
22	16
10	11
11	7
3	20
18	7
6	8
11	12
7	21
18	9
19	22
21	14
9	16
7	4
8	16
22	21
1	14
9	23
16	2
7	17
2	13
10	5
15	17
3	17
0	19
18	15
1	9
5	1
21	22
0	16
19	15
6	9
4	4
11	4
22	6
7	4
8	6
20	16
19	0
11	9
1	0
7	14
2	6
13	14
20	3
3	16
14	4
14	2
8	14
0	10
10	0
22	15
13	16
8	12
14	14
14	2
22	8
17	18
20	16
21	6
6	9
13	12
23	4
6	21
8	21
16	16
17	6
2	17
17	21
15	10
11	21
6	6
10	9
14	11
21	9
0	0
1	17
19	8
7	13
11	0
21	20
2	10
22	1
1	17
22	13
14	2
19	6
18	7
17	10
11	10
13	22
9	5
18	13
12	3
13	17
3	10
10	5
18	19
17	6
3	0
3	12
18	18
19	0
1	4
6	9
13	3
5	14
7	5
22	11
7	16
4	7
6	13
11	22
19	12
21	4
10	17
14	17
16	21
12	22
21	4
6	12
22	15
0	2
11	3
6	3
0	2
7	23
2	1
19	20
11	9
0	19
16	1
9	9
21	8
1	19
14	22
2	20
19	18
13	23
0	0
7	11
0	5
4	1
1	2
14	4
4	2
13	3
16	0
1	4
13	5
4	14
14	15
7	8
3	7
3	0
2	1
8	7
22	16
20	17
12	13
19	19
14	1
21	14
13	4
15	22
4	0
3	0
16	18
8	17
6	11
22	19
9	8
13	0
13	1
23	1
0	1
18	11
9	12
23	0
17	7
0	11
17	12
13	12
6	12
8	9
9	0
17	21
21	15
6	9
19	21
0	15
14	8
11	10
12	3
22	14
14	8
6	16
19	15
20	9
20	4
6	8
10	19
18	18
5	7
18	0
7	19
15	8
16	21
7	1
15	12
1	6
5	12
11	0
5	0
17	3
19	4
22	0
3	18
17	11
17	22
1	18
22	22
10	7
17	2
19	0
20	8
1	8
6	1
18	19
14	21
18	5
15	17
0	12
5	19
3	5
6	15
23	8
18	7
19	2
17	21
8	10
13	6
10	4
4	14
15	12
18	16
21	18
0	13
9	20
7	2
1	7
2	3
13	10
4	2
0	12
5	17
18	17
19	15
9	9
0	8
4	8
12	1
6	18
9	21
15	21
8	15
16	11
19	16
19	20
5	8
17	20
7	17
0	21
14	0
14	1
13	4
2	1
13	23
20	12
22	18
1	0
23	7
18	2
20	10
10	3
7	16
14	13
12	1
4	4
19	0
12	10
2	4
15	7
2	14
12	6
12	15
6	9
17	10
15	3
1	1
22	1
4	14
6	19
18	11
10	16
19	19
21	13
17	9
18	12
18	12
14	20
21	22
4	9
17	15
1	21
14	14
3	17
20	14
8	15
2	11
20	12
2	4
9	13
19	15
17	4
1	6
15	7
8	8
20	6
8	23
20	8
21	13
16	21
2	4
22	4
0	5
16	4
4	12
15	21
21	19
20	20
19	0
13	17
12	21
0	22
9	0
5	10
6	3
1	8
4	6
8	0
17	1
16	19
1	10
8	18
6	8
11	2
21	15
17	6
9	15
10	10
10	14
21	0
5	21
10	12
15	16
21	5
2	0
21	9
6	7
23	5
19	22
3	5
6	21
16	19
13	5
21	0
8	14
20	11
15	14
10	18
11	7
2	4
3	22
12	7
21	10
5	22
19	12
5	5
6	0
17	7
21	1
3	22
5	0
2	5
14	9
10	7
10	17
1	21
18	10
4	2
13	17
2	19
6	7
15	10
3	6
6	22
6	14
5	11
6	22
16	22
21	19
13	19
20	8
4	11
13	10
7	15
7	20
6	7
10	12
19	20
16	3
15	22
14	20
2	0
8	18
8	9
16	19
20	3
10	0
0	21
0	15
19	5
8	6
4	11
12	23
0	5
11	11
4	8
2	1
9	6
10	8
17	7
4	7
14	7
7	20
12	2
2	15
3	6
15	11
5	18
14	22
14	20
21	1
11	3
23	19
13	10
12	12
12	15
21	8
21	17
14	16
6	0
14	21
5	22
22	2
9	15
22	12
6	9
20	3
20	18
1	9
1	10
13	0
7	20
0	8
18	16
21	22
6	8
10	5
4	12
18	13
13	22
11	1
10	21
12	17
6	14
22	2
0	18
22	10
2	22
19	22
20	23
7	15
21	6
11	11
20	5
6	4
23	19
11	17
0	5
2	15
4	22
8	4
22	9
1	13
22	22
20	12
7	2
10	22
22	5
7	7
18	5
10	21
1	18
15	17
15	16
11	1
2	4
9	19
22	19
21	0
13	14
18	12
22	3
22	19
2	10
12	11
10	21
12	16
6	20
5	7
11	16
11	5
18	21
19	9
0	12
13	21
15	8
20	16
12	16
1	12
10	8
1	2
12	13
20	15
8	12
13	7
5	6
16	12
5	22
15	1
7	16
4	1
3	8
10	14
12	4
11	6
16	5
21	11
20	0
14	0
17	2
20	20
8	20
13	13
17	0
15	8
9	2
17	3
17	8
1	15
19	0
14	3
22	9
0	20
4	17
5	18
11	4
3	7
16	10
11	20
0	18
22	10
0	5
18	8
23	18
5	22
2	21
19	22
11	10
15	12
8	2
15	8
22	18
9	11
1	22
11	12
21	11
16	6
12	16
13	4
0	6
1	21
18	4
7	23
3	12
8	10
19	23
6	6
7	19
5	3
7	19
0	4
0	8
4	2
9	2
7	9
4	10
19	14
5	13
15	6
6	9
4	15
7	11
13	16
18	5
10	14
14	19
17	4
18	13
3	7
2	14
21	11
13	16
16	15
1	4
6	18
1	7
4	7
17	0
16	14
9	16
4	22
21	5
2	6
21	11
5	9
1	9
13	4
18	9
23	9
17	18
14	3
17	6
22	19
10	13
13	12
3	6
22	20
17	4
12	5
15	20
22	5
2	20
2	2
3	12
9	5
12	4
21	12
8	10
12	5
14	6
22	13
22	16
8	9
2	2
11	20
17	13
12	13
21	13
2	1
20	4
16	0
14	1
1	14
13	3
18	18
20	2
19	12
8	9
13	15
20	18
7	4
10	12
10	0
21	18
11	4
19	13
15	4
8	18
15	5
0	14
12	22
10	1
9	6
0	10
14	12
4	10
11	0
17	17
17	16
6	23
13	12
9	7
22	13
3	20
12	15
11	10
12	13
1	8
17	11
20	1
8	5
4	21
8	18
22	15
21	22
6	1
21	21
8	16
17	21
21	7
7	17
16	1
3	4
14	0
4	13
7	19
1	9
3	10
13	6
9	1
0	10
19	0
14	21
11	12
4	9
18	5
7	22
6	7
14	15
18	14
16	21
13	23
3	3
15	9
8	1
16	12
22	6
7	1
4	6
0	0
5	11
20	2
16	14
14	17
12	4
22	8
14	4
13	1
5	19
22	13
15	23
15	0
20	16
15	11
0	5
9	0
19	22
8	16
20	17
17	15
10	9
8	8
12	2
15	11
4	7
0	4
18	21
3	19
3	19
13	6
17	15
14	7
7	9
4	18
3	17
12	15
18	16
16	2
14	6
4	1
20	10
6	21
0	13
15	15
8	13
7	17
11	20
7	15
21	12
2	16
13	13
21	13
2	23
12	10
22	12
15	15
15	16
21	8
15	0
12	1
13	0
4	8
5	22
15	6
14	8
4	12
2	3
20	3
8	13
13	8
9	5
13	14
11	5
14	10
10	22
1	20
20	0
19	3
0	11
18	10
9	0
9	1
22	21
21	15
17	6
13	11
8	23
11	17
3	23
20	14
19	14
2	13
6	14
14	15
17	2
6	16
10	4
13	10
9	19
16	1
12	18
20	12
0	14
0	22
15	7
9	8
23	12
20	18
13	14
19	5
14	18
7	16
21	15
6	21
11	7
0	3
5	9
3	4
22	4
12	6
3	11
4	8
15	2
22	6
20	7
22	6
15	22
7	22
14	7
10	15
4	15
19	4
1	21
7	21
16	16
17	16
17	20
1	5
10	19
14	21
21	12
9	0
14	4
18	6
5	22
22	5
22	18
17	9
13	16
15	12
16	12
16	14
19	21
6	3
11	3
5	9
1	18
21	10
0	23
9	1
15	21
10	19
3	21
16	9
14	3
6	12
14	11
22	7
11	19
18	8
22	8
5	11
4	0
4	7
9	17
6	23
16	8
8	2
2	19
19	23
11	9
22	1
13	22
5	21
6	3
8	0
6	1
0	4
3	4
15	20
2	4
17	1
16	8
12	4
4	3
15	2
8	1
17	18
3	8
21	7
5	15
23	4
7	10
5	17
1	10
12	0
19	19
1	17
22	22
15	20
2	2
8	1
22	12
13	5
3	16
2	15
2	20
17	10
21	0
9	0
11	5
2	20
22	18
11	8
17	7
6	1
18	2
15	6
12	5
7	10
18	18
19	16
18	4
20	6
17	19
14	5
1	22
9	6
16	20
18	21
5	11
17	12
1	5
14	15
19	11
16	15
4	2
15	18
3	16
18	0
2	11
14	15
4	16
18	19
20	22
13	21
4	5
18	21
19	7
15	22
18	4
4	6
5	8
2	22
20	6
19	21
7	15
1	23
5	6
7	21
11	8
9	15
2	22
22	21
14	16
6	21
1	1
3	7
5	6
22	3
18	14
19	11
9	2
22	13
12	10
20	6
0	18
16	12
13	6
15	19
21	1
8	13
0	2
8	21
6	8
3	16
10	17
5	3
13	4
16	0
10	11
16	13
15	8
5	0
20	9
5	4
8	10
8	8
16	1
13	0
19	1
13	11
14	19
8	1
7	13
19	4
12	0
8	7
21	21
13	4
20	3
4	17
19	20
7	21
13	12
12	11
4	11
13	15
12	0
15	5
18	10
10	7
4	19
13	3
9	11
1	9
3	18
2	18
13	16
7	7
23	1
4	10
12	16
20	1
20	17
21	19
7	8
17	7
9	11
20	22
22	5
16	6
6	16
5	13
6	16
2	17
2	10
1	16
3	21
1	23
11	2
18	18
21	5
19	9
21	11
18	21
22	11
21	18
10	16
18	1
13	21
0	0
3	9
2	14
22	12
19	16
0	12
7	19
16	11
12	4
6	6
21	4
21	22
14	21
10	0
6	17
8	7
3	20
18	13
7	3
0	18
15	17
18	1
8	5
18	16
1	10
15	5
21	1
6	7
10	0
13	4
4	5
5	6
17	22
19	15
5	2
16	1
1	4
6	1
10	12
1	5
3	21
10	21
17	10
12	1
16	3
5	17
15	6
0	9
20	12
2	16
5	16
16	4
11	1
8	1
11	19
18	5
2	13
11	11
9	12
13	13
17	22
6	10
20	21
15	17
7	3
14	17
6	8
14	9
0	9
4	10
10	22
16	0
18	17
4	17
13	18
2	8
12	9
3	7
5	3
12	2
18	16
4	21
17	15
14	19
22	5
3	3
10	6
6	7
17	2
4	20
15	19
17	14
10	1
17	16
3	7
15	16
3	12
16	10
19	20
10	5
21	20
2	3
17	3
5	4
22	5
2	19
6	4
20	2
11	13
21	12
18	12
7	22
7	4
11	21
16	3
11	20
21	9
18	18
16	14
7	1
11	1
13	0
18	19
0	1
14	7
2	22
4	10
3	16
0	23
4	6
9	13
8	15
19	17
15	12
0	4
5	18
11	17
15	16
20	22
12	17
5	9
0	5
17	4
2	13
0	3
6	8
17	4
13	15
6	10
21	21
3	20
0	6
15	2
5	9
21	9
8	18
2	17
22	17
19	13
21	10
11	22
18	8
10	3
11	18
12	6
11	17
4	17
12	4
12	12
21	0
4	19
0	22
9	17
2	8
11	14
17	11
13	6
3	21
13	7
10	14
13	12
19	13
20	4
3	0
11	1
22	5
5	12
3	11
3	16
1	22
19	6
23	5
13	8
7	1
7	3
8	15
17	2
12	9
15	3
21	3
15	0
17	11
0	6
18	2
17	21
16	10
4	8
13	22
18	22
10	20
18	12
7	18
12	6
3	15
10	22
15	12
3	3
4	21
16	13
13	16
19	21
12	14
19	20
3	3
2	6
5	19
8	8
13	22
4	7
15	11
2	19
15	8
16	4
14	14
4	22
9	4
6	18
15	15
19	8
0	13
13	18
1	1
1	18
17	22
8	22
22	21
16	9
5	22
13	6
18	3
10	15
5	9
18	1
17	13
5	17
14	9
9	19
1	1
2	4
5	19
8	1
7	0
13	12
22	6
3	21
1	10
13	17
4	14
3	8
15	7
9	5
2	7
1	15
16	13
0	3
0	3
18	22
17	10
22	13
17	2
17	4
5	14
14	21
16	20
8	20
15	10
13	11
9	11
16	17
3	17
20	18
12	16
17	13
20	22
15	12
12	0
18	0
2	9
2	5
12	0
15	16
17	21
18	8
1	3
16	4
13	12
11	5
20	11
21	0
17	15
1	19
20	5
16	21
13	15
10	15
0	11
16	11
6	5
3	6
22	19
18	12
22	6
7	10
5	21
22	12
7	20
8	0
3	0
23	17
21	0
18	22
15	21
10	11
21	17
21	10
15	17
0	18
19	19
7	6
16	2
9	8
11	0
4	0
14	22
9	23
12	3
4	19
2	10
16	15
11	6
8	1
15	9
7	16
17	7
2	17
4	16
11	7
12	19
3	8
3	20
14	0
7	17
17	12
0	14
10	4
14	17
14	15
1	11
0	5
5	0
10	13
12	16
10	4
7	18
2	19
17	18
19	17
6	6
8	4
13	12
0	2
4	17
14	22
9	20
18	6
0	12
23	22
0	17
22	11
4	0
2	7
20	2
1	13
6	16
7	1
20	21
19	8
6	6
18	20
22	1
20	17
11	1
1	16
3	12
20	16
22	21
2	22
11	3
3	11
22	8
14	13
22	23
4	18
3	20
8	12
23	22
10	17
4	6
0	8
10	6
1	15
0	15
17	9
11	20
10	11
9	11
23	13
17	22
5	20
18	21
10	0
10	8
5	5
21	0
12	20
19	0
22	17
0	14
2	11
19	22
12	0
4	11
17	5
10	6
13	4
9	7
2	21
19	11
11	14
19	13
9	8
22	11
14	4
8	19
6	2
4	21
7	4
15	22
10	20
2	21
13	9
4	3
16	9
8	3
1	18
22	21
9	2
21	16
18	17
11	8
14	4
8	15
7	15
12	11
21	2
8	18
10	11
16	1
12	7
7	5
20	11
14	16
13	20
5	12
14	6
19	2
12	4
20	4
1	0
14	0
15	6
16	19
4	7
0	6
16	19
19	20
15	18
15	14
13	11
2	19
0	3
10	13
15	15
12	16
1	14
0	11
8	2
14	16
23	1
7	8
8	2
13	8
16	14
10	2
7	13
19	8
3	4
16	8
22	0
15	16
15	6
6	9
19	14
6	9
20	8
20	2
21	3
22	13
22	4
7	7
2	14
8	8
1	15
7	8
3	18
5	13
11	9
21	22
19	7
8	16
8	11
4	9
15	4
15	13
18	20
6	2
15	6
11	6
15	15
13	16
16	18
10	6
19	13
7	8
14	14
1	19
20	17
2	17
18	3
3	12
5	21
20	14
12	18
0	12
23	14
15	9
12	21
11	9
13	20
20	6
6	9
10	17
17	3
18	21
11	6
11	16
3	4
10	17
21	0
22	21
16	2
16	0
13	18
11	9
1	3
21	14
19	3
2	8
0	9
4	11
5	5
15	23
6	1
11	4
13	6
14	18
16	2
11	14
0	2
19	22
11	17
17	14
0	19
21	1
6	4
11	6
8	5
22	10
16	19
8	11
21	14
5	21
3	0
19	22
5	18
16	20
12	4
1	0
18	13
2	9
14	9
6	10
5	12
9	4
11	2
3	12
11	12
9	10
19	9
22	1
14	13
19	2
19	15
3	16
18	3
15	12
3	0
3	3
22	4
19	9
11	15
20	1
17	13
7	19
6	22
9	16
1	2
11	17
7	0
3	7
4	21
18	0
11	0
16	8
2	1
1	19
16	9
1	17
20	14
15	13
20	5
19	14
3	18
17	20
8	16
15	12
17	3
19	19
15	11
12	1
4	0
2	11
13	12
1	4
0	19
12	16
13	5
8	12
5	4
1	23
8	9
11	0
3	6
8	20
3	5
16	11
12	6
22	4
12	5
7	10
17	10
12	18
4	20
0	17
3	18
22	4
9	10
16	6
11	11
11	2
5	5
2	15
10	9
10	23
3	6
8	11
17	13
6	0
21	19
10	19
18	15
1	6
9	19
22	3
5	21
6	22
15	21
15	6
12	1
9	11
2	4
8	7
15	0
5	20
23	14
0	11
4	14
11	11
10	8
22	0
3	13
22	15
9	22
4	21
9	8
23	7
14	7
13	0
10	19
10	11
15	21
21	20
14	14
3	20
3	20
8	0
14	19
12	7
18	2
21	4
11	5
8	3
4	11
12	3
16	15
20	18
10	2
16	22
12	8
14	15
13	2
18	11
6	1
12	18
20	13
20	10
3	7
13	16
11	17
23	9
5	15
20	14
12	2
0	8
13	2
6	6
5	7
2	21
19	16
6	0
0	6
0	11
3	17
18	4
9	5
12	10
8	10
19	5
14	9
13	5
11	16
8	19
6	17
22	20
1	3
21	14
14	17
5	20
4	12
12	21
12	15
3	5
16	10
2	19
17	11
9	11
9	2
14	1
4	15
14	3
3	10
9	15
10	16
13	22
18	22
9	4
20	14
3	5
20	9
6	14
14	9
8	6
6	21
23	0
10	3
0	12
6	17
19	19
18	19
2	19
11	7
22	7
16	11
8	3
0	2
14	22
0	8
19	14
18	3
16	16
14	1
23	10
8	7
0	10
2	14
11	19
2	21
22	1
16	7
12	19
22	15
17	17
12	1
17	11
3	9
13	2
14	1
20	22
5	18
8	10
19	13
9	17
11	5
12	6
7	5
1	9
1	10
15	2
12	0
15	21
11	5
6	7
3	23
8	2
19	9
22	16
13	14
14	7
7	13
0	17
13	16
20	17
0	23
17	10
10	19
13	14
6	17
11	7
17	13
8	8
21	15
18	13
10	22
19	12
5	13
18	6
20	15
13	21
5	11
12	12
2	8
7	10
4	10
14	9
11	6
13	12
15	12
9	19
11	18
8	15
4	6
9	3
4	2
21	7
2	22
3	18
13	15
16	14
21	6
2	9
11	9
17	13
0	6
18	9
17	18
7	8
4	9
20	12
8	17
11	15
17	13
7	6
2	4
18	15
17	1
1	16
8	11
16	3
15	0
8	1
4	4
1	19
0	19
12	16
21	4
12	12
22	2
16	8
6	13
6	4
11	0
0	1
0	23
5	18
20	9
6	13
3	20
14	13
11	3
18	17
22	21
6	20
10	19
6	1
13	5
6	6
23	17
18	22
16	2
12	2
5	12
3	1
21	22
16	3
17	19
7	8
4	3
3	21
1	10
19	8
22	15
9	18
9	5
20	22
5	23
13	8
14	2
15	9
11	6
16	6
21	11
7	0
9	5
16	11
21	9
8	0
1	14
17	3
23	3
22	13
13	23
1	1
15	16
22	1
19	16
5	6
21	2
8	5
4	0
8	3
16	11
19	7
5	15
15	6
5	12
16	7
13	10
9	10
3	17
13	7
0	16
11	8
18	23
3	10
17	17
13	2
12	15
21	11
0	3
6	21
20	17
14	15
3	10
1	2
22	3
10	7
0	15
6	20
17	16
15	11
3	21
9	21
20	20
13	19
21	0
14	19
16	7
13	20
7	0
2	2
2	14
7	20
10	15
2	0
3	4
15	3
13	17
23	18
12	13
1	17
9	11
17	20
1	12
0	12
22	14
18	6
22	22
4	1
14	3
12	10
3	9
3	1
4	10
16	17
9	4
0	8
0	5
8	13
20	21
1	14
9	11
22	16
22	19
8	9
22	16
18	16
19	22
10	18
21	3
3	14
21	20
4	21
0	13
7	16
1	2
5	16
15	20
3	12
7	17
5	3
14	17
11	2
16	0
3	7
13	18
12	16
1	15
18	1
21	4
22	9
19	21
19	10
12	18
1	23
3	23
0	19
6	21
0	19
6	15
16	12
8	13
14	20
13	13
16	14
11	17
23	6
15	20
12	10
6	18
12	13
14	5
17	1
4	12
16	7
20	9
20	3
11	4
7	3
9	6
13	10
2	7
4	20
2	12
1	2
5	8
11	17
19	2
17	12
15	2
9	15
18	16
19	18
1	20
2	8
7	21
7	17
3	4
1	9
1	11
3	19
1	19
6	11
7	5
5	10
11	10
11	17
18	2
3	9
4	2
7	17
21	0
17	7
13	0
19	19
9	14
1	19
20	12
2	12
6	4
21	22
22	20
21	22
10	11
2	20
15	3
19	12
20	20
16	9
4	1
17	17
14	3
17	9
17	5
1	11
19	3
9	0
18	13
12	22
9	8
15	21
3	9
1	21
2	3
22	10
14	20
9	6
18	9
19	6
14	16
21	12
13	7
5	12
14	6
15	19
3	20
22	1
12	6
2	2
20	11
0	11
18	21
15	8
1	15
16	18
6	13
13	22
11	2
13	9
12	8
3	6
14	11
18	5
18	22
2	20
8	16
12	9
18	20
11	3
17	6
13	6
13	14
15	9
20	1
3	8
19	18
6	10
16	10
16	2
14	0
21	21
1	21
10	15
19	19
8	17
12	23
1	18
2	21
3	23
16	8
4	16
5	20
2	12
3	3
20	5
20	14
5	5
3	8
1	5
6	20
12	1
1	10
1	8
18	16
11	21
5	13
16	4
5	17
8	23
16	19
20	0
14	9
8	15
3	21
15	21
7	20
20	8
12	7
16	22
2	2
21	4
19	10
6	12
15	7
22	18
13	15
21	3
6	12
3	21
21	5
22	10
13	15
0	4
22	0
11	0
4	8
3	17
21	3
17	20
10	13
8	5
19	20
1	3
20	22
5	16
20	0
8	13
2	4
6	14
1	10
0	7
12	2
19	13
9	13
4	14
19	22
16	6
11	6
1	5
1	16
3	22
6	15
22	14
14	7
8	19
3	6
15	22
16	3
20	9
4	5
13	10
14	1
15	9
13	0
3	13
12	22
12	17
2	19
0	21
1	9
1	14
11	1
12	10
7	4
17	7
22	20
22	16
21	15
4	0
11	9
3	11
14	19
10	0
19	18
15	4
0	13
5	11
18	3
18	7
8	3
17	20
8	20
13	18
17	16
12	23
12	10
22	4
9	18
0	19
17	10
23	1
2	21
22	19
19	1
5	21
18	7
5	9
3	13
18	4
10	1
17	15
1	21
3	13
14	0
15	14
8	20
1	7
19	1
3	8
13	5
21	4
3	5
5	10
22	22
13	8
15	21
5	13
6	12
18	7
5	5
18	21
0	9
11	16
5	1
3	21
10	16
6	5
19	8
1	13
21	12
19	2
6	21
16	6
19	12
18	9
0	17
14	9
20	8
1	15
14	10
21	7
17	6
9	11
3	8
15	11
17	11
11	2
22	6
0	10
9	2
22	12
12	15
15	18
3	9
18	19
11	13
0	15
9	22
10	16
0	9
14	1
4	5
10	16
13	7
20	3
10	19
1	4
3	8
15	9
11	4
1	1
15	0
7	15
1	9
11	17
13	19
21	4
12	19
20	0
3	0
4	11
13	12
8	11
15	7
19	18
16	4
0	14
0	15
13	11
6	20
14	0
9	23
13	6
7	4
20	6
20	1
3	11
16	22
19	21
16	3
4	11
14	9
9	11
20	13
12	17
0	6
21	19
17	11
20	11
12	1
6	5
14	23
1	0
16	6
18	14
21	16
9	11
9	1
9	3
4	9
1	12
7	15
9	4
20	11
8	17
18	8
17	2
4	17
21	7
9	10
4	10
19	19
9	6
20	21
21	13
16	0
16	23
13	14
9	19
4	5
19	14
1	3
1	13
14	5
1	10
16	21
18	0
12	19
19	17
6	2
1	5
11	3
9	2
9	6
16	6
21	5
15	17
8	4
15	1
20	8
19	4
16	18
2	0
2	16
10	20
4	5
14	15
11	13
10	11
11	6
0	15
14	0
6	3
19	9
14	7
11	2
17	2
16	16
22	0
16	8
14	4
15	11
8	2
15	10
18	17
2	7
2	3
15	21
0	4
3	0
13	8
19	4
23	21
17	16
22	4
12	23
8	17
18	11
22	9
3	21
9	19
4	13
22	2
22	8
4	11
21	12
3	5
10	13
20	1
1	13
13	7
12	1
13	4
6	16
13	6
16	17
5	20
15	14
11	5
1	21
6	8
15	9
10	13
11	10
18	12
1	5
2	12
15	2
7	8
8	18
13	15
9	15
19	0
19	14
22	6
10	10
15	23
16	4
0	1
17	12
5	21
8	14
2	10
5	1
14	13
2	18
7	8
18	9
0	15
3	10
12	11
21	9
5	16
15	5
19	4
16	7
5	18
8	6
4	11
14	19
6	1
19	13
16	3
19	11
22	22
7	12
20	18
13	13
12	9
21	0
12	9
17	0
0	9
11	4
16	15
1	0
4	10
15	18
3	18
13	22
6	13
8	15
8	21
17	18
1	12
9	5
4	9
22	8
16	6
14	15
23	3
0	19
13	19
14	17
18	9
17	11
16	12
8	20
3	1
5	7
16	21
18	22
2	14
19	16
11	11
14	10
18	17
8	12
18	20
17	20
0	11
20	14
12	12
21	3
19	12
21	21
19	1
13	1
16	1
8	15
3	20
4	11
17	22
3	17
5	2
13	1
23	9
8	11
2	6
11	16
6	14
12	19
21	17
22	17
1	10
11	18
9	19
4	8
12	19
12	7
11	17
17	16
20	20
23	9
6	8
7	0
8	1
16	8
3	18
7	15
11	7
14	7
22	19
18	11
17	12
21	10
16	10
1	9
15	7
17	4
19	1
2	22
13	9
2	3
22	0
13	22
4	20
10	15
13	18
3	3
11	22
5	14
10	13
11	15
3	12
14	8
8	16
19	22
5	17
5	15
15	15
6	15
10	10
2	13
7	5
9	4
20	11
19	10
9	10
20	0
23	13
21	14
20	0
11	19
11	19
23	13
14	14
7	9
0	20
11	0
8	1
15	12
0	5
4	7
14	4
7	3
7	22
18	22
14	20
16	10
5	4
16	18
12	13
15	8
13	12
20	1
16	2
12	7
2	4
4	4
1	11
9	18
9	5
20	8
20	6
20	22
6	14
13	15
20	18
9	7
14	4
15	2
8	13
11	23
18	4
9	7
0	16
3	22
10	9
4	9
9	11
3	0
2	23
2	4
21	9
3	6
13	11
16	6
13	0
1	21
23	11
22	4
8	9
14	15
3	2
11	15
18	14
8	14
8	6
20	18
11	1
13	19
0	4
6	2
15	4
17	1
11	22
2	19
9	22
11	9
16	14
17	17
3	7
6	15
3	15
13	4
14	12
3	7
8	12
2	13
17	18
9	19
8	12
19	10
13	9
1	14
20	9
17	0
7	12
1	5
1	3
7	9
17	22
6	22
15	13
20	6
17	12
0	14
4	17
18	17
19	14
10	15
18	15
3	7
18	1
4	21
18	6
3	6
15	19
13	4
15	5
10	18
22	10
10	19
16	14
8	13
20	18
22	8
3	10
15	5
12	17
5	9
22	3
20	1
15	18
12	5
3	3
6	10
13	16
12	3
20	18
6	14
2	21
19	1
15	15
11	1
9	5
3	7
23	11
1	8
14	6
2	8
11	2
20	5
12	0
14	22
17	19
21	6
2	19
2	6
20	13
5	18
8	1
21	8
12	9
4	1
17	11
0	15
11	14
16	1
12	3
23	0
2	1
15	5
7	5
0	9
22	12
13	12
14	17
6	15
20	22
11	0
7	20
23	16
13	12
7	2
15	0
21	16
21	0
15	13
0	7
2	19
0	20
15	0
3	6
12	6
17	6
10	10
13	9
5	4
21	9
15	13
16	8
15	19
10	1
11	18
10	2
4	3
11	0
15	10
8	19
22	3
5	12
20	20
6	10
7	15
3	10
15	16
5	13
21	13
1	7
15	20
3	13
5	20
22	22
6	13
3	18
7	6
7	19
9	9
1	19
6	21
4	8
2	19
12	18
10	15
23	15
15	5
18	18
7	19
20	1
19	21
2	18
14	20
1	15
18	18
7	4
19	7
5	2
16	20
2	2
19	22
17	4
21	13
1	3
11	19
2	17
12	12
1	9
21	2
12	22
15	11
4	5
1	10
5	17
9	2
5	9
20	4
0	18
11	9
15	6
0	5
22	21
18	15
15	16
19	20
22	9
20	4
23	17
2	1
7	22
2	1
18	23
14	18
21	1
8	3
0	14
16	2
9	5
2	20
13	5
20	1
16	20
9	1
13	13
8	2
16	14
8	15
10	16
5	6
7	6
18	9
17	21
19	14
11	19
21	7
12	8
8	15
23	3
3	5
5	18
13	10
18	10
14	17
21	9
18	13
10	1
21	10
13	7
13	7
21	7
20	11
22	10
4	12
13	1
12	8
18	10
15	5
9	1
7	17
16	8
9	22
21	14
19	22
14	5
0	4
9	18
7	16
12	21
5	5
19	10
17	9
18	22
9	21
12	12
20	15
18	4
15	19
14	23
11	0
19	3
14	12
7	11
0	15
9	20
21	1
22	22
18	20
3	14
9	10
22	15
1	3
21	0
2	0
10	18
9	11
11	17
18	6
15	7
0	4
6	16
16	13
13	14
4	7
19	10
16	15
11	20
13	3
20	13
6	6
15	21
1	9
8	8
4	12
9	17
0	7
19	1
9	20
7	20
15	16
1	22
21	22
4	9
0	7
1	2
18	22
20	20
21	15
13	15
6	11
14	5
16	18
16	0
6	19
2	19
5	10
9	21
11	5
1	7
14	6
10	21
12	1
5	0
14	7
8	10
13	5
14	6
14	6
5	18
9	21
3	14
11	15
13	5
9	21
18	8
2	13
13	14
15	10
18	3
7	10
12	18
11	6
12	11
22	15
16	22
17	16
17	11
0	4
23	6
17	12
19	15
18	7
0	11
1	6
2	9
7	1
11	14
1	19
16	6
22	13
2	1
20	7
16	8
10	16
0	14
1	10
17	15
21	15
20	21
19	15
3	11
3	11
7	4
9	21
2	0
5	6
12	3
8	11
15	9
2	3
2	10
8	10
20	15
3	22
